Bolton Clarke Sunset Ridge,44 Svendsen Road,,ZILZIE,QLD,4710,Fitzroy,Residential,120,,,RSL Care RDNS Limited,Charitable,Inner Regional Australia,-23.2733057,150.8139431,8101227.94
Kabara Aged Care,20 Topaz Street,,COOROY,QLD,4563,Sunshine Coast,Residential,86,,,NoosaCare Inc,Community Based,Inner Regional Australia,-26.42155755,152.9148941,6222161.64
Riverview Gardens Aged Care Plus Centre,33 Moggill Ferry Road,,RIVERVIEW,QLD,4303,West Moreton,Residential,167,,,The Salvation Army (Queensland) Property Trust,Religious,Major Cities of Australia,-27.59463639,152.8534851,11955986.01
Ozcare Keith Turnbull Place,52 Imperial Parade,,LABRADOR,QLD,4215,South Coast,Residential,137,,,Ozcare,Charitable,Major Cities of Australia,-27.94453123,153.4051592,8877477.6
Ozcare Ozanam Villa - Clontarf,48 Tainton Street,,CLONTARF,QLD,4019,Cabool,Residential,122,,,Ozcare,Charitable,Major Cities of Australia,-27.24981836,153.0944752,7687505.43
Regis Bulimba,50 Brisbane Street,,BULIMBA,QLD,4171,Brisbane South,Residential,152,,,Regis Group Pty Ltd,Private Incorporated Body,Major Cities of Australia,-27.44679236,153.0533825,10853552.31
Regis Kirwan,1 Emerald Street,,KIRWAN,QLD,4817,Northern,Residential,127,,,Regis Aged Care Pty Ltd,Private Incorporated Body,Outer Regional Australia,-19.30610389,146.7373944,10142681.8
Churches of Christ Care Aged Care Service Crows Nest,8 Grace Street,,CROWS NEST,QLD,4355,Darling Downs,Residential,96,,,Churches of Christ in Queensland,Religious,Inner Regional Australia,-27.26143887,152.052768,6677559.88
Taralga Retirement Village Hostel,93 High Street,,JANDOWAE,QLD,4410,Darling Downs,Residential,22,,,Taralga Retirement Village Incorporated,Community Based,Outer Regional Australia,-26.78456233,151.1150793,1345523.78
Pyramid Residential Care Centre,65 Cairns Road,,GORDONVALE,QLD,4865,Far North,Residential,52,,,Pyramid Residential Care Centre,Community Based,Outer Regional Australia,-17.08676281,145.7792625,3634431.09
Southern Cross Care Allora - Homestead,62 Forde Street,,ALLORA,QLD,4362,Darling Downs,Residential,29,,,Southern Cross Care (QLD) Ltd,Religious,Inner Regional Australia,-28.03205154,151.9802613,2344753.26
Aloaka Care Centre,52 Taylor Street,,KILCOY,QLD,4515,Cabool,Residential,40,,,Sundale Ltd,Community Based,Inner Regional Australia,-26.93809447,152.5649233,2997229.58
Southern Cross Care Holland Park - Duhig Village,85 seville Road,,HOLLAND PARK,QLD,4121,Brisbane South,Residential,142,,,Southern Cross Care (QLD) Ltd,Religious,Major Cities of Australia,-27.52301367,153.073069,10622198.91
McLean Care CWA House,21 Cherry Street,,OAKEY,QLD,4401,Darling Downs,Residential,40,,,McLean Care Ltd,Charitable,Inner Regional Australia,-27.43312468,151.7171394,2803958.27
Good Shepherd Lodge,15 McIntyre Street,,MACKAY,QLD,4740,Mackay,Residential,172,,,Good Shepherd Lodge Ltd,Charitable,Inner Regional Australia,-21.15376,149.194152,11486732.91
Anglicare SQ Abri Home for the Aged,37 Bauer Street,,SOUTHPORT,QLD,4215,South Coast,Residential,65,,,The Corporation of the Synod of the Diocese of Brisbane,Religious,Major Cities of Australia,-27.97636773,153.4158204,3820882.34
Maranatha Aged Care,1582 Anzac Avenue,,KALLANGUR,QLD,4503,Cabool,Residential,128,,,Christadelphian Homes Limited,Religious,Major Cities of Australia,-27.24521998,153.0097175,8791511.03
Lodges on George,54 Henzell Street,,KIPPA-RING,QLD,4021,Cabool,Residential,132,,,CPSM Pty Ltd,Private Incorporated Body,Major Cities of Australia,-27.231238,153.092657,10291442.87
Regis Redlynch,15 Short Street,,REDLYNCH,QLD,4870,Far North,Residential,194,,,Regis Aged Care Pty Ltd,Private Incorporated Body,Outer Regional Australia,-16.8896688,145.6983697,15147452.11
Blue Care Mareeba Aged Care Facility,7 MacRae Street,,MAREEBA,QLD,4880,Far North,Residential,64,,,The Uniting Church in Australia Property Trust (Q.),Religious,Outer Regional Australia,-16.98504294,145.4238974,4875587.05
Blue Care Mackay Homefield Aged Care Facility,95-97 George Street,,MACKAY,QLD,4740,Mackay,Residential,74,,,The Uniting Church in Australia Property Trust (Q.),Religious,Inner Regional Australia,-21.1490255,149.1727374,5558779.97
Churches of Christ Care Amaroo Aged Care Services Gatton & District,28 Logan Street,,GATTON,QLD,4343,Darling Downs,Residential,22,,,Churches of Christ in Queensland,Religious,Inner Regional Australia,-27.56497031,152.2725709,1702704.85
Mercy Community Services - Emmaus,131 Queens Road,,NUDGEE,QLD,4014,Brisbane North,Residential,199,,,Mercy Community Services SEQ Limited,Charitable,Major Cities of Australia,-27.36119749,153.0922835,13753758.29
Orana,24 MacDiarmid Street,,KINGAROY,QLD,4610,Wide Bay,Residential,54,,,Lutheran Church of Australia - Queensland District,Religious,Inner Regional Australia,-26.53179745,151.8445797,3713338.26
Tabeel,27 Ambrose Street,,LAIDLEY,QLD,4341,West Moreton,Residential,51,,,Lutheran Church of Australia - Queensland District,Religious,Inner Regional Australia,-27.63065563,152.3956135,3845254.99
Wahroonga,1 Wahroonga Street,,BILOELA,QLD,4715,Fitzroy,Residential,35,,,Lutheran Church of Australia - Queensland District,Religious,Outer Regional Australia,-24.4081655,150.516149,2212772.68
Salem,280 Hume Street,,SOUTH TOOWOOMBA,QLD,4350,Darling Downs,Residential,101,,,Lutheran Church of Australia - Queensland District,Religious,Inner Regional Australia,-27.57860987,151.955422,5373474.7
Trinder Park,10 Laurel Street,,WOODRIDGE,QLD,4114,Logan River Valley,Residential,156,,,Lutheran Church of Australia - Queensland District,Religious,Major Cities of Australia,-27.62956242,153.0941673,13332768.83
Finlandia Village,343 Cleveland-Redland Bay Road,,THORNLANDS,QLD,4164,Brisbane South,Residential,61,,,The Australian Finnish Rest Home Association Incorporated,Community Based,Major Cities of Australia,-27.5658631,153.2722647,3434055.28
Cooinda Aged Care Centre,2 Cooinda Street,,GYMPIE,QLD,4570,Sunshine Coast,Residential,164,,,Gympie and District Home for the Aged Inc,Community Based,Inner Regional Australia,-26.1709302,152.6626299,11234630.42
Carramar Aged Care,186 Cooroy-Noosa Road,,TEWANTIN,QLD,4565,Sunshine Coast,Residential,143,,,NoosaCare Inc,Community Based,Major Cities of Australia,-26.39832682,153.0108437,9911094.36
Garden City Retirement Home,33 Tryon Street,,UPPER MOUNT GRAVATT,QLD,4122,Brisbane South,Residential,106,,,Alzheimer's Association of Queensland Inc,Charitable,Major Cities of Australia,-27.56016,153.085033,3185579.6
McLean Care Yallambee,34-40 Margaret Street,,MILLMERRAN,QLD,4357,Darling Downs,Residential,60,,,McLean Care Ltd,Charitable,Outer Regional Australia,-27.87678222,151.2729961,3335373.05
PresCare - Groundwater Lodge,165 Arnaud Street,,GRANVILLE,QLD,4650,Wide Bay,Residential,60,,,Apollo Care Operations Pty Ltd,Private Incorporated Body,Inner Regional Australia,-25.5426284,152.7216218,1821907.5
Beaumont Care Roslyn Lodge,24 Main Western Street,,NORTH TAMBORINE,QLD,4272,Logan River Valley,Residential,38,,,Beaumont Care (Holdings) Pty Ltd,Private Incorporated Body,Major Cities of Australia,-27.92994404,153.1852221,2240045.24
PresCare - Alexandra Gardens,20 Withers Street,,ROCKHAMPTON DC,QLD,4701,Fitzroy,Residential,94,,,Apollo Care Operations Pty Ltd,Private Incorporated Body,Inner Regional Australia,-23.340487,150.50487,6870990.41
Cardwell Care Inc - Rockingham Home,40 Jamieson Street,,CARDWELL,QLD,4849,Far North,Residential,62,,,Churches of Christ in Queensland,Religious,Outer Regional Australia,-18.24955514,146.0155595,4223893.04
Bethesda Aged Care Plus Centre,58 Talford Street,,THE RANGE,QLD,4700,Fitzroy,Residential,50,,,The Salvation Army (Queensland) Property Trust,Religious,Inner Regional Australia,-23.37952127,150.497418,4132010.17
Dalrymple Villa,15 Fraser Street,,RICHMOND HILL,QLD,4820,Northern,Residential,71,,,Dalrymple Villa Inc,Local Government,Outer Regional Australia,-20.06628335,146.2515253,4292924.41
Southern Cross Care Nanango - Karinya,39 Brisbane Street,,NANANGO,QLD,4615,Wide Bay,Residential,40,,,Southern Cross Care (QLD) Ltd,Religious,Inner Regional Australia,-26.67987949,152.0055914,3156115.04
Blue Care Toogoolawah Alkira Aged Care Facility,2 Charles Street,,TOOGOOLAWAH,QLD,4313,West Moreton,Residential,41,,,The Uniting Church in Australia Property Trust (Q.),Religious,Inner Regional Australia,-27.08142841,152.3751679,3109129.7
Blue Care Kirra Aged Care Facility,24 Coolangatta Road,,COOLANGATTA,QLD,4225,South Coast,Residential,70,,,The Uniting Church in Australia Property Trust (Q.),Religious,Major Cities of Australia,-28.17047121,153.5277147,5188180.62
Verona Villa Hostel,169 Seventeen Mile Rocks Road,,OXLEY,QLD,4075,Brisbane South,Residential,36,,,Ozcare,Charitable,Major Cities of Australia,-27.55427248,152.9666796,1944832.53
Canossa Hostel for Ethnic Aged,169 Seventeen Mile Rocks Road,,OXLEY,QLD,4075,Brisbane South,Residential,16,,,Ozcare,Charitable,Major Cities of Australia,-27.55427248,152.9666796,596520.43
McGowan Care Centre,35 Doolan Street,,NAMBOUR,QLD,4560,Sunshine Coast,Residential,53,,,Sundale Ltd,Community Based,Major Cities of Australia,-26.62808921,152.9529706,2589045.76
Bowder Care Centre,35 Doolan Street,,NAMBOUR,QLD,4560,Sunshine Coast,Residential,32,,,Sundale Ltd,Community Based,Major Cities of Australia,-26.62808921,152.9529706,2075963.33
Blue Care Bundaberg Pioneer Aged Care Facility,195 Barolin Street,,BUNDABERG,QLD,4670,Wide Bay,Residential,111,,,The Uniting Church in Australia Property Trust (Q.),Religious,Inner Regional Australia,-24.89497181,152.359337,7980148.78
Blue Care Bundaberg Millbank Aged Care Facility,O'Connell Street,,BUNDABERG,QLD,4670,Wide Bay,Residential,48,,,The Uniting Church in Australia Property Trust (Q.),Religious,Inner Regional Australia,-24.87536647,152.3267173,3355703.47
Sinnamon Village - Nash Court,620 Seventeen Mile Rocks Road,,SINNAMON PARK,QLD,4073,Brisbane South,Residential,49,,,The Uniting Church in Australia Property Trust (Q.),Religious,Major Cities of Australia,-27.53814141,152.9492912,3456493.28
Sinnamon Village - Kentish Court,620 Seventeen Mile Rocks Road,,SINNAMON PARK,QLD,4073,Brisbane South,Residential,68,,,The Uniting Church in Australia Property Trust (Q.),Religious,Major Cities of Australia,-27.53814141,152.9492912,3983688.04
Sinnamon Village - Jacobs Court,620 Seventeen Mile Rocks Road,,SINNAMON PARK,QLD,4073,Brisbane South,Residential,51,,,The Uniting Church in Australia Property Trust (Q.),Religious,Major Cities of Australia,-27.53814141,152.9492912,3935583.94
Sinnamon Village - Knowles Court,620 Seventeen Mile Rocks Road,,SINNAMON PARK,QLD,4073,Brisbane South,Residential,53,,,The Uniting Church in Australia Property Trust (Q.),Religious,Major Cities of Australia,-27.53814141,152.9492912,3631380.47
Sinnamon Village - Reid Court,620 Seventeen Mile Rocks Road,,SINNAMON PARK,QLD,4073,Brisbane South,Residential,52,,,The Uniting Church in Australia Property Trust (Q.),Religious,Major Cities of Australia,-27.53814141,152.9492912,3645910.83
Wheller Gardens - John Wesley Gardens,19 Halsmere Street,,GEEBUNG,QLD,4034,Brisbane North,Residential,144,,,The Uniting Church in Australia Property Trust (Q.),Religious,Major Cities of Australia,-27.37673128,153.0376242,9786934.3
Wheller Gardens - Emmaus Village,930 Gympie Road,,CHERMSIDE,QLD,4032,Brisbane North,Residential,58,,,The Uniting Church in Australia Property Trust (Q.),Religious,Major Cities of Australia,-27.38332878,153.0267582,4590606.24
Wheller Gardens - St Marks House,930 Gympie Road,,CHERMSIDE,QLD,4032,Brisbane North,Residential,66,,,The Uniting Church in Australia Property Trust (Q.),Religious,Major Cities of Australia,-27.38332878,153.0267582,4783072.71
Wheller Gardens - Cooper House,930 Gympie Road,,CHERMSIDE,QLD,4032,Brisbane North,Residential,60,,,The Uniting Church in Australia Property Trust (Q.),Religious,Major Cities of Australia,-27.38332878,153.0267582,4757085.05
Regis Sandgate - Musgrave,60 Wakefield Street,,SANDGATE,QLD,4017,Brisbane North,Residential,272,,,Regis Aged Care Pty Ltd,Private Incorporated Body,Major Cities of Australia,-27.3112155,153.0615448,15032114.98
Blue Care Ingham Bluehaven Aged Care Facility,58 Cassady Street,,INGHAM,QLD,4850,Northern,Residential,50,,,The Uniting Church in Australia Property Trust (Q.),Religious,Outer Regional Australia,-18.64496779,146.173198,3668716.32
Hopevale Aged Hostel,Thiele Street,,HOPE VALE,QLD,4895,Far North,Residential,20,,,Hope Vale Aboriginal Council,Local Government,Remote Australia,-15.29546642,145.1051025,363086.19
Blue Care Bli Bli Aged Care Facility,20 Lefoes Road,,BLI BLI,QLD,4560,Sunshine Coast,Residential,92,,,The Uniting Church in Australia Property Trust (Q.),Religious,Major Cities of Australia,-26.61367971,153.039073,6977875.26
MiCare Prins Willem Alexander Lodge,62 Collingwood Road,,BIRKDALE,QLD,4159,Brisbane South,Residential,189,,,MiCare Ltd,Community Based,Major Cities of Australia,-27.49603389,153.2187704,12986724.93
Carinya Aged Persons Hostel,6 Wallen Street,,MILES,QLD,4415,Darling Downs,Residential,17,,,Western Downs Regional Council,Local Government,Outer Regional Australia,-26.65743646,150.189681,1280065.35
Blue Care Beenleigh Bethania Haven Aged Care Facility,67-71 Station Road,,BETHANIA,QLD,4205,Logan River Valley,Residential,50,,,The Uniting Church in Australia Property Trust (Q.),Religious,Major Cities of Australia,-27.68950637,153.1583083,4214282.39
Ridgehaven Retirement Complex,32 Stuart Street,,MONTO,QLD,4630,Wide Bay,Residential,21,,,Aged Care Monto Inc,Community Based,Outer Regional Australia,-24.86697508,151.1115376,1265269.83
St Paul de Chartres Residential Aged Care,12 Fedrick Street,,BORONIA HEIGHTS,QLD,4124,Logan River Valley,Residential,98,,,Sisters of St Paul de Chartres Australia,Religious,Major Cities of Australia,-27.68868968,153.0297395,7052176.19
Blue Care Warana Beachwood Aged Care Facility,124 Nicklin Way,,WARANA,QLD,4575,Sunshine Coast,Residential,60,,,The Uniting Church in Australia Property Trust (Q.),Religious,Major Cities of Australia,-26.71459806,153.1290291,4665914.46
Immanuel Gardens,10 Magnetic Drive,,BUDERIM,QLD,4556,Sunshine Coast,Residential,60,,,Lutheran Church of Australia - Queensland District,Religious,Major Cities of Australia,-26.67693477,153.081965,4099236.11
St Vincent's Care Services Arundel,101 Allied Drive,,ARUNDEL,QLD,4214,South Coast,Residential,50,,,St Vincent's Care Services Ltd.,Religious,Major Cities of Australia,-27.94002943,153.3823056,3879925.41
Lions Haven For The Aged,9 Pendraat Parade,,HOPE ISLAND,QLD,4212,South Coast,Residential,121,,,Lions Haven for the Aged Limited,Charitable,Major Cities of Australia,-27.87322618,153.3604864,5414270.73
Churches of Christ Care Homesteads Aged Care Service Nerang,80 Billabirra Crescent,,NERANG,QLD,4211,South Coast,Residential,41,,,Churches of Christ in Queensland,Religious,Major Cities of Australia,-27.99018637,153.3126089,3056580.25
Murroona Gardens,Wests Lane,,BOWEN,QLD,4805,Northern,Residential,29,,,Bowen Old Peoples Homes Society,Community Based,Outer Regional Australia,-19.99138258,148.2405927,2135865
Blue Care Lawnton Pine Woods Aged Care Facility,260 Francis Road,,LAWNTON,QLD,4501,Cabool,Residential,93,,,The Uniting Church in Australia Property Trust (Q.),Religious,Major Cities of Australia,-27.28236911,152.9565205,7828056.84
Woombye Care,26 Redmonds Road,,WOOMBYE,QLD,4559,Sunshine Coast,Residential,55,,,Woombye Care Incorporated,Community Based,Major Cities of Australia,-26.65976428,152.9524536,3361961.72
Blue Care Alexandra Hills Nandeebie Aged Care Facility,87 Winchester Road,,ALEXANDRA HILLS,QLD,4161,Brisbane South,Residential,76,,,The Uniting Church in Australia Property Trust (Q.),Religious,Major Cities of Australia,-27.52822494,153.2335358,5953697.16
Blue Care Elanora Pineshaven Aged Care Facility,17 Applecross Way,,ELANORA,QLD,4221,South Coast,Residential,50,,,The Uniting Church in Australia Property Trust (Q.),Religious,Major Cities of Australia,-28.12636878,153.4640556,4013962.86
Murroona Gardens,Wests Lane,,BOWEN,QLD,4805,Northern,Residential,75,,,Bowen Old Peoples Homes Society,Community Based,Outer Regional Australia,-19.99138258,148.2405927,5565328.57
TriCare Pt Vernon Aged Care Residence,193 Esplanade -,,POINT VERNON,QLD,4655,Wide Bay,Residential,57,,,TriCare Pt Vernon Aged Care Pty Ltd,Private Incorporated Body,Inner Regional Australia,-25.25785596,152.8088929,3957801.47
Berlasco Court Caring Centre,139 Gold Creek Road,,BROOKFIELD,QLD,4069,Brisbane North,Residential,60,,,The Ethnic Communities Council of Queensland Limited,Charitable,Major Cities of Australia,-27.482007,152.90895,2773526.68
Wahroonga,1 Wahroonga Street,,BILOELA,QLD,4715,Fitzroy,Residential,30,,,Lutheran Church of Australia - Queensland District,Religious,Outer Regional Australia,-24.4081655,150.516149,2477016.84
Windsor Aged Care Services,26 Palmer Street,,WINDSOR,QLD,4030,Brisbane North,Residential,61,,,Alzheimer's Association of Queensland Inc,Charitable,Major Cities of Australia,-27.429205,153.031613,4038658.34
Sunnymeade Park Aged Care Community,362-376 King Street,,CABOOLTURE,QLD,4510,Cabool,Residential,172,,,Jomal Pty Ltd,Private Incorporated Body,Major Cities of Australia,-27.07061166,152.919891,10379679.72
Central & Upper Burnett District Home for the Aged Nursing Home,46-48 Capper Street,,GAYNDAH,QLD,4625,Wide Bay,Residential,30,,,The Central & Upper Burnett District Home for the Aged,Community Based,Outer Regional Australia,-25.62688578,151.6134543,2199941.26
Mercy Place Woree,85 Toogood Road,,WOREE,QLD,4868,Far North,Residential,75,,,Mercy Aged and Community Care Ltd,Charitable,Outer Regional Australia,-16.95746949,145.7391438,3170065.48
Broadwater Grove Care Community,55 Worendo Street,,SOUTHPORT,QLD,4215,South Coast,Residential,94,,,DPG Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-27.9603157,153.4067383,6286647.07
Regis Greenbank,271 Middle Road,,GREENBANK,QLD,4124,Logan River Valley,Residential,161,,,Retirement Care Australia (Logan) Pty Limited,Publicly Listed Company,Major Cities of Australia,-27.68533374,153.009992,10681944.24
Nazareth House Wynnum,272 Wynnum North Road,,WYNNUM,QLD,4178,Brisbane South,Residential,126,,,Nazareth Care,Religious,Major Cities of Australia,-27.43028495,153.1593017,8475813.21
Nerang Nursing Centre,6 Mylor Street,,NERANG,QLD,4211,South Coast,Residential,81,,,Clanwilliam Pty Ltd,Private Incorporated Body,Major Cities of Australia,-27.98948648,153.3298849,1469358.75
Carinya Home For The Aged,1 Mills Street,,ATHERTON,QLD,4883,Far North,Residential,29,,,Carinya Home for the Aged,Community Based,Outer Regional Australia,-17.26818994,145.4874801,2256326.16
Southern Cross Care Raceview - St Mary's,129 Wildey Street,,RACEVIEW,QLD,4305,West Moreton,Residential,73,,,Southern Cross Care (QLD) Ltd,Religious,Major Cities of Australia,-27.6416241,152.7796566,5754824.95
Blue Care Arundel Woodlands Lodge Aged Care Facility,29 Melbourne Road,,ARUNDEL,QLD,4214,South Coast,Residential,108,,,The Uniting Church in Australia Property Trust (Q.),Religious,Major Cities of Australia,-27.94245689,153.3859889,6546958.98
Churches of Christ Care Buckingham Gardens Aged Care Service Alexandra Hills,8 Buckingham Street,,ALEXANDRA HILLS,QLD,4161,Brisbane South,Residential,50,,,Churches of Christ in Queensland,Religious,Major Cities of Australia,-27.52009576,153.2287015,3420002
Leslie Place Aged Persons Hostel,1-3 Eucalyptus Street,,KILLARNEY,QLD,4373,Darling Downs,Residential,30,,,Killarney Memorial Aged Care Ltd,Community Based,Outer Regional Australia,-28.34349201,152.2983046,2078053.07
Churches of Christ Care Marana Gardens Aged Care Service Southport,10 Ridgeway Avenue,,SOUTHPORT,QLD,4215,South Coast,Residential,71,,,Churches of Christ in Queensland,Religious,Major Cities of Australia,-27.98499595,153.4036347,5066022.73
Whiddon Beaudesert Star,14 Brooklands Drive,,BEAUDESERT,QLD,4285,Logan River Valley,Residential,102,,,The Frank Whiddon Masonic Homes of New South Wales,Charitable,Inner Regional Australia,-27.995239,153.020384,7987106.54
Blue Care Kallangur Pilgrim Aged Care Facility,40 Narangba Road,,KALLANGUR,QLD,4503,Cabool,Residential,54,,,The Uniting Church in Australia Property Trust (Q.),Religious,Major Cities of Australia,-27.25170898,152.9802933,4407851.73
De Paul Villa Aged Care,27 Edmund Rice Drive,,ASHMORE,QLD,4214,South Coast,Residential,115,,,Ozcare,Charitable,Major Cities of Australia,-27.97125017,153.3845069,6532235.18
Churches of Christ Care Warrawee Aged Care Service St George,276-296 Alfred Street,,ST GEORGE,QLD,4487,South West,Residential,38,,,Churches of Christ in Queensland,Religious,Remote Australia,-28.05131924,148.5688732,2776989.44
Mutkin Residential Aged Care,87 Back Beach Road,,YARRABAH,QLD,4871,Far North,Residential,16,,,Mutkin Residential and Community Care Indigenous Corporation,Community Based,Outer Regional Australia,-16.95999182,145.8870878,1317762.13
Sarina Aged Care Ltd,18-32 Hoey Street,,SARINA,QLD,4737,Mackay,Residential,48,,,Sarina Aged Care Ltd,Community Based,Outer Regional Australia,-21.4218557,149.2212995,2462841.74
Anglicare SQ Kirami Home for the Aged,12 Banksia Street,,POINT VERNON,QLD,4655,Wide Bay,Residential,97,,,The Corporation of the Synod of the Diocese of Brisbane,Religious,Inner Regional Australia,-25.26351162,152.8239741,7477575.62
Blue Care Hervey Bay Masters Lodge Aged Care Facility,33 Jensen Drive,,URRAWEEN,QLD,4655,Wide Bay,Residential,60,,,The Uniting Church in Australia Property Trust (Q.),Religious,Inner Regional Australia,-25.30343541,152.831573,3641178.65
Churches of Christ Care Gracehaven Aged Care Service Bundaberg,71 Dr Mays Road,,BUNDABERG,QLD,4670,Wide Bay,Residential,115,,,Churches of Christ in Queensland,Religious,Inner Regional Australia,-24.886408,152.330885,7723771.02
Voller Care Centre,98  WINDSOR ROAD,,BURNSIDE,QLD,4560,Sunshine Coast,Residential,50,,,Sundale Ltd,Community Based,Major Cities of Australia,-26.6336975,152.941124,2932121.05
Palmwoods Care Centre,61 Jubilee Drive,,PALMWOODS,QLD,4555,Sunshine Coast,Residential,71,,,Sundale Ltd,Community Based,Major Cities of Australia,-26.68226497,152.9563019,4621942.7
Ozcare Caroline Chisholm,28 Saffron Drive,,CURRIMUNDI,QLD,4551,Sunshine Coast,Residential,156,,,Ozcare,Charitable,Major Cities of Australia,-26.77163518,153.1142431,7761793.19
Ozcare Port Douglas,Martin Scullett Drive,,PORT DOUGLAS,QLD,4877,Far North,Residential,74,,,Ozcare,Charitable,Outer Regional Australia,-16.528162,145.475287,4513643.92
Bolton Clarke Centaur,21 West Terrace,,CALOUNDRA,QLD,4551,Sunshine Coast,Residential,92,,,RSL Care RDNS Limited,Charitable,Major Cities of Australia,-26.79829876,153.1214785,6130555.67
Bolton Clarke Galleon Gardens,126-138 Galleon Way,,CURRUMBIN WATERS,QLD,4223,South Coast,Residential,126,,,RSL Care RDNS Limited,Charitable,Major Cities of Australia,-28.15268708,153.4604175,9286838.14
Nanyima Aged Care,61 Alexandra Street,,MIRANI,QLD,4754,Mackay,Residential,50,,,Nanyima Aged Care Inc.,Community Based,Outer Regional Australia,-21.15932196,148.8728276,3629255.53
The Good Shepherd Hostel,565 University Road,,ANNANDALE,QLD,4814,Northern,Residential,36,,,The Good Shepherd Limited,Charitable,Outer Regional Australia,-19.30962283,146.763096,2509516.57
St Pauls,10 TOMLINSON Road,,CABOOLTURE,QLD,4510,Cabool,Residential,61,,,Lutheran Church of Australia - Queensland District,Religious,Major Cities of Australia,-27.06889439,152.9360475,4126534.37
Nirvana Hostel,Norman Street,,CLIFTON,QLD,4361,Darling Downs,Residential,15,,,Clifton Co-Op Hospital Ltd,Community Based,Inner Regional Australia,-27.93024359,151.9106242,855089.12
Carinity Summit Cottages,35 Hall Street,,MOUNT MORGAN,QLD,4714,Fitzroy,Residential,25,,,The Baptist Union of Queensland,Religious,Inner Regional Australia,-23.64745213,150.3889903,1813460.72
Anglicare SQ Meilene Home for the Aged,2 Meilene Street,,BUNDABERG,QLD,4670,Wide Bay,Residential,52,,,The Corporation of the Synod of the Diocese of Brisbane,Religious,Inner Regional Australia,-24.85166338,152.3887094,4118614.46
St Vincent's Care Services Gympie,29 Bligh Street,,GYMPIE,QLD,4570,Sunshine Coast,Residential,30,,,St Vincent's Care Services Ltd.,Religious,Inner Regional Australia,-26.19339585,152.6654634,2370036.38
Carinity Kepnock Grove,28 Jocumsen Street,,BUNDABERG,QLD,4670,Wide Bay,Residential,50,,,The Baptist Union of Queensland,Religious,Inner Regional Australia,-24.87406552,152.3712955,3583937.09
Ashmore Gardens Care Community,100 Wardoo Street,,ASHMORE,QLD,4214,South Coast,Residential,127,,,DPG Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-27.98360962,153.3921813,8240322.69
Woodlands Park,34 Free Street,,NEWMARKET,QLD,4051,Brisbane North,Residential,58,,,Mellreach Pty Ltd,Private Incorporated Body,Major Cities of Australia,-27.44203417,153.0039667,3698324.92
Caloundra Adventist Retirement Village,64 Sunset Drive,,LITTLE MOUNTAIN,QLD,4551,Sunshine Coast,Residential,48,,,Seventh-Day Adventist Aged Care (South Queensland) Ltd,Charitable,Major Cities of Australia,-26.78067783,153.1065574,3498450.19
Southern Cross Care Edens Landing - Connolly Court,20-24 Loane Drive,,EDENS LANDING,QLD,4207,Logan River Valley,Residential,64,,,Southern Cross Care (QLD) Ltd,Religious,Major Cities of Australia,-27.69914699,153.1732443,5088545.44
St Andrews,2 Sullivan Road,,TALLEBUDGERA,QLD,4228,South Coast,Residential,72,,,Lutheran Church of Australia - Queensland District,Religious,Major Cities of Australia,-28.12097905,153.4370437,4946378.87
Churches of Christ Care Petrie Gardens Aged Care Service Tiaro,cnr Inman and Tiaro Street,,TIARO,QLD,4650,Wide Bay,Residential,10,,,Churches of Christ in Queensland,Religious,Inner Regional Australia,-25.72922885,152.5844218,637087.68
Blue Care Carbrook Wirunya Aged Care Facility,559 Beenleigh-Redland Bay Road,,CARBROOK,QLD,4130,Logan River Valley,Residential,43,,,The Uniting Church in Australia Property Trust (Q.),Religious,Major Cities of Australia,-27.6815813,153.2389707,3356974.85
Warrina Innisfail Villanova Centre,28-38 Charles Street,,INNISFAIL,QLD,4860,Far North,Residential,36,,,Warrina Innisfail,Community Based,Outer Regional Australia,-17.52029892,146.0240619,2271704.83
Forest View Aged Persons Home,Morgan Street,,CHILDERS,QLD,4660,Wide Bay,Residential,27,,,Forest View Childers Inc,Community Based,Inner Regional Australia,-25.23980522,152.272728,1653081.49
Ashmore Retreat,19 Allunga Avenue,,ASHMORE,QLD,4214,South Coast,Residential,142,,,Shalimah Aust Pty Ltd,Private Incorporated Body,Major Cities of Australia,-27.98193299,153.3787322,7552757.18
Capricorn Adventist Retirement Village,150 Rockhampton Road,,YEPPOON,QLD,4703,Fitzroy,Residential,66,,,Seventh-Day Adventist Aged Care (South Queensland) Ltd,Charitable,Inner Regional Australia,-23.13965,150.729342,5022148.43
Carinity Wishart Gardens,14 Glasford Street,,WISHART,QLD,4122,Brisbane South,Residential,104,,,The Baptist Union of Queensland,Religious,Major Cities of Australia,-27.54550134,153.093678,6687349.9
Bolton Clarke Cazna Gardens,465 Hellawell Road,,SUNNYBANK HILLS,QLD,4109,Brisbane South,Residential,142,,,RSL Care RDNS Limited,Charitable,Major Cities of Australia,-27.59741627,153.0416065,9704232.24
Regis Home Hill,127 -141 Tenth Avenue,,HOME HILL,QLD,4806,Northern,Residential,81,,,Regis Aged Care Pty Ltd,Private Incorporated Body,Outer Regional Australia,-19.65586773,147.4133336,5527424.78
